42421852,42438928,0,secondary,171.123
42421857,42421865,0,residential,83.182
42421857,561035342,0,residential,18.313
42421857,1506591534,1,primary,247.757
42421865,42421857,0,residential,83.182
42421865,42443181,0,residential,169.232
42421865,1332860731,0,residential,246.567
42421877,42437949,1,secondary,77.039
42421877,42421889,1,residential,313.656
42421889,42432191,1,residential,39.821
42421889,42430241,1,secondary,82.577
42421941,42421960,0,primary,20.413
42421941,42453902,0,primary,159.841
42421946,42421941,1,residential,59.062
42421951,42421946,1,residential,71.238
42421951,42444223,0,primary,78.17
42421951,42421965,1,primary,22.57
42421960,42427956,0,residential,61.066
42421960,42421941,0,primary,20.413
42421960,42431898,0,primary,252.334
42421960,42421965,1,residential,128.41
42421965,3790255302,1,primary,281.095
42421969,42435250,1,secondary,80.44
42421972,42428570,1,primary,94.214
42421972,1061531777,1,residential,25.37
42421974,42421972,1,residential,154.498
42421974,1241742627,1,primary,81.129
42421982,4081416473,1,primary,79.049
42421982,2974462027,0,residential,81.145
42421985,42421982,1,residential,274.709
42421985,3533937800,0,residential,98.34
42421985,42430981,0,secondary,79.678
42421985,2061592973,0,secondary,80.664
42421993,42431447,0,secondary,81.613
42421993,42435312,0,secondary,79.518
42421993,42421996,1,residential,271.954
42421996,42422000,1,residential,273.181
42421996,42438043,1,primary,79.769
42422000,1061531768,1,residential,130.437
42422000,42437052,1,primary,79.952
42422006,42422016,1,residential,127.11
42422006,42428682,1,primary,81.003
42422016,42422018,1,residential,215.979
42422016,42431057,0,secondary,79.035
42422016,42431044,0,secondary,81.578
42422018,42437058,0,secondary,94.109
42422018,42438052,0,secondary,84.189
42422026,889298452,0,residential,28.454
42422026,246858433,0,residential,109.304
42422026,42437401,0,residential,171.423
42422028,246858433,0,residential,20.872
42422038,42438155,1,secondary,86.004
42422042,42422050,1,residential,115.549
42422042,42428374,1,secondary,47.249
42422050,42422053,1,residential,135.89
42422050,42454795,1,residential,62.526
42422053,42422056,1,residential,88.26
42422053,42448583,1,residential,36.478
42422056,42448583,1,residential,97.556
42422056,42444424,0,secondary,79.387
42422086,3786728679,1,residential,46.451
42422258,42430589,1,secondary,84.127
42422283,5378284711,1,secondary,103.373
42422283,42433229,0,primary,101.187
42422283,4158673495,0,secondary,177.501
42422283,278609934,0,primary,15.532
42422366,42425188,0,secondary,55.321
42422366,595295501,0,secondary,86.737
42422509,42457925,1,primary,189.729
42422530,42427965,1,secondary,55.665
42422592,595295501,0,secondary,12.327
42422592,42421778,0,secondary,87.758
42422592,42431019,0,secondary,143.472
42422592,42428072,0,secondary,87.783
42422899,42449689,1,primary,146.855
42422899,42454010,1,primary,79.937
42423020,593886229,1,secondary,23.289
42423020,42434965,1,primary,79.908
42423051,42454391,1,primary,32.425
42423101,42446331,1,residential,140.982
42423101,42436806,0,secondary,84.173
42423101,42442723,0,secondary,86.212
42423116,42442728,0,secondary,77.668
42423116,595481001,0,secondary,41.214
42423189,42434134,1,residential,15.81
42423189,42426135,1,secondary,82.37
42423203,371239962,0,primary,193.006
42423203,42443116,0,primary,18.875
42423295,42427747,1,residential,328.281
42423295,42437786,0,primary,166.192
42423456,4602414021,1,secondary,3.421
42423564,2711029280,0,primary,152.038
42423564,42423565,1,primary,84.832
42423564,42432861,0,primary,76.262
42423565,42456041,1,residential,150.619
42423674,42440025,1,secondary,83.089
42423674,4347550074,0,secondary,187.44
42423674,42430394,0,secondary,275.284
42423752,42456049,1,tertiary,134.994
42423836,42446506,1,secondary,81.57
42423885,42446504,1,primary,75.458
42423905,589929417,0,secondary,50.342
42423905,42428052,0,secondary,39.179
42424025,4779073677,1,secondary,32.073
42424032,595245843,0,secondary,123.192
42424032,42431004,0,secondary,113.878
42424032,42432572,0,secondary,89.652
42424089,371037281,1,residential,135.86
42424089,42442961,1,primary,78.98
42424098,1775176473,1,primary,29.422
42424098,42449979,1,secondary,214.312
42424117,42448278,0,secondary,141.236
42424142,4562863353,1,residential,101.36
42424218,61275605,1,secondary,19.646
42424225,42435301,0,secondary,85.699
42424225,42438859,0,residential,274.168
42424225,42427915,0,secondary,323.926
42424235,589927993,1,residential,35.382
42424235,589927996,1,secondary,62.081
42424408,42436340,1,secondary,73.918
42424408,42436064,1,primary,130.499
42424427,4557495130,1,residential,273.309
42424427,42435265,0,secondary,79.323
42424427,42435264,0,secondary,77.963
42424439,42425232,0,secondary,90.222
42424439,42431293,1,secondary,164.75
42424439,42443381,0,secondary,271.594
42424439,42435328,0,secondary,86.905
42424531,589927878,1,tertiary,147.49
42424551,42424531,1,tertiary,119.811
42424576,5333189428,1,secondary,13.596
42424576,589927879,0,secondary,170.836
42424603,589927965,1,residential,6.472
42424605,371337175,1,secondary,176.008
42424605,2481877067,1,secondary,290.035
42424610,42434871,1,residential,131.054
42424610,42436308,1,secondary,76.813
42424610,4137021568,0,residential,134.918
42424619,42436353,1,secondary,160.985
42424619,42440847,1,primary,87.997
42424641,42423295,1,residential,163.297
42424672,42427965,0,secondary,77.31
42424672,589298584,1,residential,129.495
42424672,42448329,0,secondary,81.54
42424679,42425242,1,secondary,10.78
42424701,42429541,0,residential,77.512
42424701,42424703,1,secondary,136.938
42424703,764744759,1,secondary,28.62
42424706,3570003194,1,secondary,6.236
42424757,42447209,1,secondary,79.313
42424757,589928033,1,residential,144.292
42424758,42424757,1,secondary,66.097
42424761,42426960,1,primary,163.666
42424761,42424758,1,primary,47.953
42424789,42434434,1,primary,87.362
42424851,42435310,0,secondary,88.182
42424851,42421800,0,secondary,80.626
42424851,42443349,1,residential,271.593
42424864,42423456,1,secondary,72.661
42424932,42437071,1,residential,138.116
42424932,3630219668,1,residential,77.595
42425088,42438068,1,secondary,28.464
42425100,42429819,1,residential,14.532
42425127,42438961,1,secondary,80.485
42425188,2837768961,1,secondary,54.7
42425188,42422366,0,secondary,55.321
42425232,42424439,0,secondary,90.222
42425232,42443388,1,residential,271.7
42425232,42425570,0,secondary,230.054
42425242,42424701,1,secondary,78.219
42425348,2029349871,1,secondary,17.211
42425348,595314125,0,secondary,324.895
42425348,2029349908,0,secondary,69.976
42425425,42424603,1,residential,180.182
42425570,42435331,0,secondary,84.7
42425570,42425232,0,secondary,230.054
42425758,373772209,1,secondary,31.212
42425780,42431666,1,residential,133.956
42425945,42425188,1,secondary,47.591
42425955,42445780,1,residential,114.133
42425955,42427300,0,residential,167.738
42425955,42435434,0,residential,90.381
42426060,4602414021,1,residential,119.495
42426089,42424619,1,primary,49.703
42426135,589520065,1,secondary,230.428
42426374,3099327964,0,secondary,13.27
42426374,595703226,0,secondary,259.051
42426374,42446723,1,secondary,76.389
42426418,42426420,0,tertiary,34.712
42426418,1241820956,0,tertiary,357.93
42426420,42426418,0,tertiary,34.712
42426420,42448828,0,residential,35.573
42426420,42426931,0,tertiary,339.363
42426665,4515465264,0,tertiary,504.858
42426678,42443118,1,primary,44.906
42426747,279151954,0,primary,79.335
42426747,42433834,0,primary,62.07
42426747,42444355,1,residential,76.464
42426788,1241986544,1,residential,40.148
42426788,593428194,0,residential,229.583
42426804,42426805,1,residential,79.451
42426804,596800103,1,residential,107.722
42426805,596800103,1,residential,195.904
42426805,42456110,1,residential,92.078
42426810,5333189422,1,secondary,388.815
42426816,42453999,1,residential,78.442
42426816,1701844605,1,secondary,14.942
42426816,42442918,0,secondary,132.373
42426875,42455897,0,residential,263.816
42426875,589100228,1,primary,133.883
42426928,42426931,0,residential,111.21
42426931,42426928,0,residential,111.21
42426931,1242879136,0,tertiary,191.928
42426931,42426420,0,tertiary,339.363
42426960,3702296507,1,primary,3.014
42426968,42424235,1,secondary,84.018
42427012,42433513,1,secondary,117.048
42427016,42428080,0,secondary,39.804
42427016,42442734,0,secondary,51.043
42427030,42428005,1,secondary,204.401
42427036,42427030,1,secondary,165.31
42427086,42428962,1,primary,80.365
42427086,561035374,0,secondary,18.308
42427086,42427112,0,secondary,132.421
42427112,42428964,1,residential,88.695
42427112,42427115,0,secondary,80.822
42427112,42427086,0,secondary,132.421
42427115,42427112,0,secondary,80.822
42427115,42427122,0,secondary,82.346
42427115,42441695,1,residential,225.222
42427122,42428966,1,residential,123.391
42427122,42427115,0,secondary,82.346
42427122,42427126,0,secondary,78.513
42427126,42427122,0,secondary,78.513
42427126,42427128,0,secondary,82.602
42427126,42441704,1,residential,173.278
42427128,42428970,1,residential,157.555
42427128,42427126,0,secondary,82.602
42427128,42427133,0,secondary,118.177
42427133,42428973,0,secondary,183.909
42427133,42427136,0,secondary,227.882
42427133,2499827795,0,secondary,105.531
42427133,42427128,0,secondary,118.177
42427136,42427133,0,secondary,227.882
42427136,42427139,0,secondary,76.299
42427136,42428978,0,tertiary,233.299
42427139,42427143,0,secondary,77.07
42427139,42447419,1,residential,89.146
42427139,42427136,0,secondary,76.299
42427143,42427139,0,secondary,77.07
42427143,42427146,0,secondary,79.335
42427146,42427150,0,secondary,76.61
42427146,42427143,0,secondary,79.335
42427146,42435002,1,residential,126.65
42427150,42428989,1,residential,170.329
42427150,42427146,0,secondary,76.61
42427150,42427152,0,secondary,79.44
42427152,42427150,0,secondary,79.44
42427152,42427156,0,secondary,79.015
42427152,42429479,1,residential,200.382
42427156,42427152,0,secondary,79.015
42427156,42427159,0,secondary,54.518
42427156,42428998,1,residential,148.772
42427159,42427156,0,secondary,54.518
42427159,42427164,0,secondary,80.414
42427164,42429006,1,residential,134.104
42427164,42427159,0,secondary,80.414
42427164,42427168,0,secondary,73.05
42427168,60925950,0,secondary,98.327
42427168,42458936,1,residential,79.308
42427168,42427164,0,secondary,73.05
42427185,42428094,1,residential,196.402
42427185,60926076,0,secondary,77.97
42427185,42427190,0,secondary,108.22
42427190,42444097,0,primary,85.516
42427190,42430951,0,primary,82.683
42427190,42427196,0,secondary,141.076
42427190,42427185,0,secondary,108.22
42427196,42427190,0,secondary,141.076
42427196,42427206,0,secondary,142.921
42427206,42427212,0,secondary,199.122
42427206,42454089,0,residential,81.211
42427206,42427196,0,secondary,142.921
42427212,42427206,0,secondary,199.122
42427212,1763608189,0,residential,76.286
42427212,42427216,0,secondary,247.485
42427216,42436297,0,tertiary,310.558
42427216,5051485223,0,tertiary,244.548
42427216,42428144,0,residential,86.892
42427216,42427212,0,secondary,247.485
42427236,42427242,1,residential,214.634
42427242,42459820,0,residential,39.309
42427242,42457311,0,residential,75.976
42427249,42444424,1,residential,39.816
42427251,42440350,0,primary,78.834
42427251,42454798,0,primary,37.383
42427254,42452708,1,residential,32.465
42427254,42427256,1,residential,89.598
42427256,42444242,0,primary,30.356
42427256,42440356,0,primary,66.911
42427278,42443588,1,residential,76.471
42427278,42427281,1,secondary,59.924
42427278,4878831008,0,secondary,67.915
42427281,42427300,1,secondary,158.141
42427281,42430535,0,residential,34.619
42427300,42427305,1,secondary,73.685
42427300,42445466,0,residential,90.143
42427300,42425955,0,residential,167.738
42427305,42445474,1,residential,87.584
42427305,42427307,1,secondary,150.704
42427307,42427311,1,secondary,89.284
42427307,42445481,1,residential,75.212
42427311,42427316,1,secondary,51.738
42427311,42447255,1,primary,76.603
42427316,42440815,0,primary,66.824
42427316,42440810,0,primary,75.055
42427316,42427319,1,secondary,85.326
42427319,42427322,1,secondary,31.416
42427322,42439580,1,residential,59.886
42427322,42427324,1,secondary,114.033
42427324,42439207,1,secondary,44.955
42427324,42427327,1,secondary,137.822
42427327,42432165,1,secondary,52.113
42427327,42430041,1,secondary,71.724
42427335,42433554,0,secondary,87.214
42427335,42427337,1,residential,113.705
42427335,42452107,0,primary,83.955
42427335,42440408,0,primary,225.573
42427337,5173480572,1,residential,42.311
42427340,5173480571,1,residential,15.248
42427340,42427345,1,residential,58.478
42427345,42429806,1,residential,78.728
42427345,4841945992,1,residential,29.689
42427346,42437067,1,residential,81.225
42427346,42427352,1,residential,138.017
42427352,1228990859,0,residential,213.161
42427352,42427358,1,residential,141.92
42427358,1919595922,0,secondary,15.563
42427358,42449874,1,primary,228.747
42427369,42428183,1,residential,113.692
42427369,42454378,1,secondary,74.392
42427371,42427369,1,residential,310.479
42427371,42430265,1,secondary,74.391
42427374,42439834,1,secondary,74.431
42427374,42427371,1,residential,273.942
42427381,42427374,1,residential,274.223
42427381,42435618,1,secondary,74.271
42427386,42444916,1,primary,74.184
42427386,42427381,1,residential,277.657
42427390,42427386,1,residential,269.908
42427390,42443676,1,primary,73.784
42427411,588593611,0,residential,83.705
42427411,42433718,0,residential,85.937
42427411,42427412,0,residential,74.326
42427412,272196096,0,residential,63.136
42427412,42440628,0,residential,76.044
42427412,4145424858,0,residential,64.176
42427412,42427411,0,residential,74.326
42427421,42437881,1,secondary,84.759
42427423,42430274,1,secondary,78.337
42427423,42427421,1,residential,310.562
42427426,42427423,1,residential,273.893
42427426,42437890,1,secondary,84.6
42427427,42427426,1,residential,273.776
42427427,42435629,1,secondary,78.579
42427477,42437909,1,primary,84.71
42427477,42427427,1,residential,294.23
42427483,42453630,1,primary,78.497
42427483,42427477,1,residential,270.126
42427494,246580797,0,secondary,22.684
42427494,246580466,0,secondary,164.255
42427504,42427507,0,residential,132.355
42427504,42444884,0,tertiary,77.69
42427504,60915682,0,tertiary,145.597
42427507,1544809872,0,residential,21.836
42427507,42427504,0,residential,132.355
42427507,1544809889,1,primary,89.292
42427519,42436734,1,residential,86.589
42427523,42427519,1,residential,79.373
42427523,42448605,0,residential,128.553
42427531,42448607,0,residential,168.488
42427531,42427523,1,residential,79.261
42427538,42427531,1,residential,79.149
42427538,42448611,0,residential,203.201
42427649,42427538,1,residential,452.867
42427649,42438839,0,tertiary,109.353
42427735,42433797,1,residential,131.691
42427735,42447399,0,tertiary,78.735
42427735,42427649,1,residential,496.046
42427735,42438839,0,tertiary,396.645
42427742,592405108,0,primary,52.258
42427742,42452117,0,primary,84.301
42427744,42427747,0,residential,149.862
42427744,42427742,1,residential,77.639
42427744,42432000,0,residential,258.587
42427744,42437786,0,residential,127.146
42427747,42427744,0,residential,149.862
42427747,42427750,0,residential,75.746
42427750,42427747,0,residential,75.746
42427750,370888101,1,residential,211.178
42427762,42445947,1,residential,155.036
42427762,42432818,1,secondary,87.838
42427764,42427762,1,residential,62.382
42427768,42433346,0,tertiary,80.059
42427768,42437942,0,tertiary,79.331
42427769,42427768,1,residential,134.244
42427769,1762221470,0,secondary,80.341
42427769,42433138,0,secondary,53.672
42427773,42427769,1,residential,97.319
42427773,42433138,0,tertiary,113.154
42427773,42437944,0,tertiary,83.968
42427780,42429109,0,primary,51.422
42427780,42429104,0,primary,134.514
42427780,42427782,0,residential,84.642
42427782,42427780,0,residential,84.642
42427782,42454300,1,residential,159.114
42427786,42438544,1,secondary,79.131
42427786,42427787,1,residential,170.902
42427787,42427797,1,residential,139.631
42427787,42428223,1,tertiary,85.053
42427797,42430288,1,secondary,78.481
42427797,42427805,1,residential,274.003
42427805,42438547,1,secondary,78.639
42427805,42427812,1,residential,273.659
42427812,4443775464,1,secondary,79.006
42427812,42427817,1,residential,276.89
42427817,42438672,1,primary,77.044
42427817,42427821,1,residential,270.647
42427821,42437693,1,primary,79.607
42427824,42430603,1,secondary,80.378
42427834,1795811317,0,residential,192.77
42427834,42437928,0,secondary,86.304
42427834,42445585,0,secondary,78.38
42427844,1763749977,0,primary,12.121
42427844,42427846,1,secondary,29.011
42427844,42429174,0,primary,176.287
42427846,1764647103,1,secondary,24.247
42427849,42427852,0,secondary,78.327
42427849,1764647103,0,secondary,77.388
42427852,42427855,0,secondary,78.925
42427852,42427849,0,secondary,78.327
42427852,42431177,1,residential,243.483
42427855,42429212,1,residential,228.416
42427855,42427852,0,secondary,78.925
42427855,42427859,0,secondary,85.359
42427859,42432789,0,primary,122.761
42427859,42432795,0,primary,117.395
42427859,42427863,0,secondary,209.967
42427859,42427855,0,secondary,85.359
42427863,42437921,0,tertiary,118.925
42427863,42445635,0,tertiary,121.868
42427863,42427867,0,secondary,176.295
42427863,42427859,0,secondary,209.967
42427867,42437923,0,tertiary,118.979
42427867,42427863,0,secondary,176.295
42427867,42446604,0,tertiary,122.114
42427867,42427870,0,secondary,176.671
42427870,42427873,0,secondary,131.061
42427870,42431242,0,secondary,118.851
42427870,42431252,0,secondary,122.114
42427870,42427867,0,secondary,176.671
42427873,42427877,0,secondary,129.414
42427873,42455705,0,tertiary,90.445
42427873,42437925,0,tertiary,118.762
42427873,42427870,0,secondary,131.061
42427877,42427873,0,secondary,129.414
42427877,42445773,0,secondary,27.281
42427877,42455705,0,secondary,156.831
42427881,42427883,0,tertiary,78.598
42427881,42439620,0,residential,88.291
42427883,42427881,0,tertiary,78.598
42427883,4205440429,1,residential,49.189
42427883,42427888,0,tertiary,79.328
42427888,42427891,0,tertiary,80.699
42427888,42427883,0,tertiary,79.328
42427891,42432980,1,residential,83.189
42427891,42427894,0,tertiary,152.42
42427891,42427888,0,tertiary,80.699
42427894,4515465264,0,tertiary,11.367
42427894,42427891,0,tertiary,152.42
42427894,42439653,1,tertiary,55.117
42427915,42440397,0,secondary,973.058
42427915,42433564,0,secondary,85.62
42427915,42424225,0,secondary,323.926
42427915,42443280,0,secondary,271.845
42427926,42429287,1,primary,167.53
42427926,1544809891,0,tertiary,21.51
42427934,1544782721,1,residential,73.293
42427934,42437835,1,residential,235.494
42427936,42437834,0,residential,99.025
42427936,42427934,1,residential,106.743
42427939,42427936,1,residential,87.905
42427956,42421960,0,residential,61.066
42427956,42437536,1,residential,86.336
42427956,42431889,1,residential,217.88
42427965,42424672,0,secondary,77.31
42427965,42436531,1,secondary,217.345
42427965,42427968,0,secondary,80.136
42427968,42451332,1,tertiary,69.834
42427968,42427965,0,secondary,80.136
42427968,42427970,0,secondary,77.369
42427970,42429986,1,tertiary,213.708
42427970,4886250352,1,tertiary,64.086
42427970,42427968,0,secondary,77.369
42427970,42427972,0,secondary,81.062
42427972,42427975,0,secondary,79.562
42427972,42427970,0,secondary,81.062
42427975,42427972,0,secondary,79.562
42427975,42427979,0,secondary,79.545
42427979,42427975,0,secondary,79.545
42427979,42427985,0,secondary,78.771
42427979,42447237,1,residential,216.058
42427985,42437451,1,residential,215.968
42427985,42427991,0,secondary,79.953
42427985,42427979,0,secondary,78.771
42427991,42427985,0,secondary,79.953
42427991,42427996,0,secondary,79.394
42427991,3786876206,0,residential,214.362
42427996,42455695,1,residential,216.443
42427996,42427991,0,secondary,79.394
42427996,42428003,0,secondary,80.501
42428003,42427996,0,secondary,80.501
42428003,42428005,0,secondary,79.65
42428003,371206270,0,residential,222.725
42428005,42445247,1,secondary,216.403
42428005,42428003,0,secondary,79.65
42428005,42428007,0,secondary,86.296
42428007,596799866,0,residential,181.739
42428007,42436492,0,secondary,216.715
42428007,42428005,0,secondary,86.296
42428007,42428010,0,secondary,86.718
42428010,42428012,0,secondary,81.537
42428010,596799891,0,secondary,178.941
42428010,42438805,1,residential,216.854
42428010,42428007,0,secondary,86.718
42428012,371197453,0,residential,219.037
42428012,42428013,0,secondary,80.976
42428012,42428010,0,secondary,81.537
42428013,589298326,0,residential,225.899
42428013,42430075,1,residential,217.307
42428013,42428014,0,secondary,81.108
42428013,42428012,0,secondary,80.976
42428014,42428015,0,secondary,78.287
42428014,42428013,0,secondary,81.108
42428014,589298178,0,residential,229.07
42428015,42446478,1,residential,215.413
42428015,42428016,0,secondary,80.65
42428015,42428014,0,secondary,78.287
42428015,4562863353,1,residential,220.827
42428016,42428015,0,secondary,80.65
42428016,42428020,0,secondary,87.747
42428020,42456060,0,secondary,215.87
42428020,42428016,0,secondary,87.747
42428020,42451744,0,secondary,227.415
42428020,42428022,0,secondary,84.724
42428022,42438513,1,residential,226.84
42428022,42428024,0,secondary,79.739
42428022,42428020,0,secondary,84.724
42428024,42452956,1,residential,216.656
42428024,42428027,0,secondary,82.581
42428024,42428022,0,secondary,79.739
42428027,42439416,1,residential,226.792
42428027,42428029,0,secondary,80.304
42428027,42428024,0,secondary,82.581
42428029,42448254,1,residential,216.773
42428029,42428032,0,secondary,81.181
42428029,42428027,0,secondary,80.304
42428032,42435522,1,residential,226.831
42428032,42428034,0,secondary,80.117
42428032,42428029,0,secondary,81.181
42428034,42456066,1,residential,216.777
42428034,42428037,0,secondary,86.941
42428034,42428032,0,secondary,80.117
42428037,42428034,0,secondary,86.941
42428037,42428039,0,secondary,85.455
42428037,42429346,0,residential,178.13
42428037,42429342,0,secondary,217.246
42428039,42454196,1,residential,217.005
42428039,42428037,0,secondary,85.455
42428039,42428043,0,secondary,79.563
42428043,42445757,1,residential,225.519
42428043,42428039,0,secondary,79.563
42428043,42428045,0,secondary,80.022
42428045,42436551,1,residential,217.263
42428045,42428043,0,secondary,80.022
42428045,42428047,0,secondary,79.444
42428047,42428045,0,secondary,79.444
42428047,42428049,0,secondary,78.721
42428047,42436556,1,residential,293.479
42428049,42456076,1,residential,216.37
42428049,42428047,0,secondary,78.721
42428049,42428052,0,secondary,84.192
42428052,42423905,0,secondary,39.179
42428052,42428049,0,secondary,84.192
42428061,42438859,1,primary,75.508
42428063,42428061,1,residential,273.538
42428063,42442463,1,primary,87.045
42428065,1061531803,1,residential,18.204
42428065,42428648,1,primary,81.953
42428068,42428065,1,residential,106.485
42428068,42431019,0,secondary,87.07
42428068,42431015,0,secondary,80.432
42428072,42428068,1,residential,156.298
42428072,42438867,0,secondary,81.93
42428072,42422592,0,secondary,87.783
42428080,42427016,0,secondary,39.804
42428080,42442733,0,secondary,79.459
42428082,42428080,1,residential,140.988
42428082,42444060,0,tertiary,88.664
42428082,42455059,0,tertiary,79.557
42428086,42428082,1,residential,133.957
42428086,42433064,0,secondary,79.492
42428086,42433066,0,secondary,88.307
42428090,42449637,0,tertiary,79.46
42428090,42444069,0,tertiary,88.185
42428090,42428086,1,residential,118.613
42428094,42428090,1,residential,89.473
42428094,42429023,0,primary,82.886
42428094,42429029,0,primary,91.075
42428103,42427185,1,residential,85.425
42428103,42444097,1,residential,116.333
42428107,42428103,1,residential,83.893
42428114,60926616,1,residential,52.415
42428114,60925991,1,residential,92.357
42428124,1769708236,0,primary,85.073
42428124,42444097,0,primary,85.819
42428124,42428107,1,residential,112.558
42428124,42428130,1,residential,398.685
42428130,595729852,1,residential,103.08
42428134,42428144,1,residential,224.585
42428134,42428130,1,residential,250.411
42428144,1205714871,1,residential,328.267
42428144,42427216,0,residential,86.892
42428170,42438785,1,residential,73.412
42428170,42439272,1,residential,181.982
42428174,42428170,1,tertiary,78.684
42428174,4597668026,1,residential,144.734
42428179,42428174,1,tertiary,77.922
42428179,42454378,1,residential,137.202
42428183,4597668028,1,residential,191.644
42428183,42428179,1,tertiary,77.999
42428192,42428183,1,tertiary,76.722
42428192,42443671,1,residential,91.218
42428198,42428192,1,tertiary,83.738
42428198,4597668040,1,residential,236.718
42428201,42437881,0,secondary,43.796
42428201,42428198,1,tertiary,88.811
42428201,42445867,0,secondary,110.894
42428212,42430274,1,residential,261.507
42428216,42429874,1,tertiary,78.797
42428216,42428212,1,tertiary,84.715
42428220,42430279,1,residential,202.528
42428220,42428216,1,tertiary,82.819
42428223,42428220,1,tertiary,84.556
42428223,42438544,1,residential,138.001
42428227,42437686,1,tertiary,201.642
42428227,42427787,1,tertiary,85.592
42428232,42428227,1,tertiary,83.5
42428232,42430292,1,tertiary,79.34
42428234,42443680,1,residential,259.657
42428253,42439952,1,residential,222.679
42428258,42430311,1,secondary,80.93
42428258,42428253,1,residential,85.502
42428264,42428258,1,residential,83.239
42428264,42439960,1,secondary,165.036
42428268,42428264,1,residential,81.398
42428268,42430317,1,residential,132.455
42428272,42428268,1,residential,82.799
42428272,42439964,1,residential,117.364
42428277,42428272,1,residential,80.446
42428277,42430324,1,residential,177.681
42428283,42439972,1,residential,75.471
42428283,42428277,1,residential,82.283
42428287,42428283,1,residential,87.268
42428287,42430333,0,primary,221.758
42428287,42437363,0,primary,51.167
42428297,42432700,1,secondary,274.6
42428297,42439984,1,secondary,80.188
42428303,42435677,1,residential,231.91
42428305,42439996,1,residential,60.896
42428307,42432589,1,secondary,203.082
42428308,42440001,1,secondary,76.647
42428310,42435687,1,residential,194.655
42428312,42440009,1,residential,83.264
42428313,42435705,1,secondary,184.508
42428315,42440015,1,secondary,100.74
42428328,42431549,1,residential,140.752
42428329,42435714,0,primary,98.99
42428329,42440022,0,primary,174.764
42428332,42440025,1,residential,209.219
42428345,588546891,0,primary,12.296
42428345,588546798,1,primary,67.455
42428365,42428529,1,residential,92.845
42428365,42436202,1,residential,102.434
42428365,42428345,1,secondary,161.346
42428368,42428365,1,secondary,206.842
42428371,42428368,1,secondary,111.568
42428373,42428371,1,secondary,37.58
42428374,42428373,1,secondary,26.866
42428376,42438155,1,residential,119.318
42428376,42422042,1,secondary,86.236
42428377,42440335,1,residential,129.791
42428377,42428376,1,secondary,69.015
42428379,42453934,1,residential,127.042
42428379,42428377,1,secondary,11.192
42428385,42428379,1,secondary,63.072
42428385,42440290,1,residential,138.412
42428391,588545728,1,secondary,67.389
42428391,1538237434,1,residential,139.187
42428391,42428385,1,secondary,66.601
42428402,42445356,1,residential,163.817
42428402,272195271,1,secondary,66.546
42428405,42428402,1,secondary,73.155
42428408,42429829,1,residential,116.951
42428408,42428405,1,secondary,69.248
42428411,42428408,1,secondary,69.596
42428411,42445466,0,residential,146.449
42428411,42452817,0,residential,169.972
42428417,42448171,1,residential,174.098
42428417,42428411,1,secondary,77.623
42428420,42428417,1,secondary,76.532
42428420,42445479,1,residential,146.327
42428425,42428420,1,secondary,77.032
42428425,42453777,1,residential,176.747
42428428,42428425,1,secondary,80.045
42428428,42445484,1,primary,151.771
42428431,42428428,1,secondary,68.025
42428433,42428431,1,secondary,33.403
42428433,42440820,0,primary,82.577
42428433,42440815,0,primary,156.913
42428434,42428433,1,secondary,70.374
42428434,42439583,1,residential,80.674
42428436,42428434,1,secondary,122.109
